"","X","i","j","pocp","population"
"4305263",248,"19AcHe316.1.1","05LoS3_1",0.996720236142998,"I3"
"4305772",248,"19AcHe316.1.1","09LoS36_3",0.996720236142998,"I3"
"4315061",248,"19AcHe316.1.1","19AcAm43.3.1",0.995736306985897,"I3"
"4329267",248,"19AcHe316.1.1","CW9",0.998688094457199,"I3"
"6866072",248,"CW9","05LoS3_1",0.998032141685799,"I3"
"6866581",248,"CW9","09LoS36_3",0.998032141685799,"I3"
"6875864",248,"CW9","19AcAm43.3.1",0.997048212528698,"I3"
"6880467",248,"CW9","19AcHe316.1.1",0.998688094457199,"I3"
"31296165",248,"19AcARN268.1.1","19AcGLB102.2.2",0.998032141685799,"R3"
"31305168",248,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315223",248,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"31385176",248,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"38135165",248,"19AcGLB102.2.2","19AcARN268.1.1",0.998032141685799,"R3"
"38169162",248,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"38179170",248,"19AcGLB102.2.2","19AcHe316.1.1",0.997704165300098,"R3"
"38249169",248,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"40511168",248,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40537162",248,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"40555171",248,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"40625171",248,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"43151223",248,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"43177170",248,"19AcHe316.1.1","19AcGLB102.2.2",0.997704165300098,"R3"
"43186171",248,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"43265179",248,"19AcHe316.1.1","19AcS312.2.1",0.996720236142998,"R3"
"61631175",248,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"61657169",248,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"61666171",248,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"61676179",248,"19AcS312.2.1","19AcHe316.1.1",0.996720236142998,"R3"
"18672",248,"19AcAm205.1.1","19AcGR302.4.1",0.722470540430719,"metapop"
"18676",248,"19AcAm205.1.1","19AcAm43.1.1",0.806327800829876,"metapop"
"18791",248,"19AcAm205.1.1","19AcGLB232.1.1",0.814635197758379,"metapop"
"18862",248,"19AcAm205.1.1","CW12",0.71697504302926,"metapop"
"25769",248,"19AcAm43.1.1","19AcAm205.1.1",0.806327800829876,"metapop"
"258081",248,"19AcAm43.1.1","19AcGLB232.1.1",0.80922558111526,"metapop"
"25814",248,"19AcAm43.1.1","19AcGR302.4.1",0.742895805142084,"metapop"
"258721",248,"19AcAm43.1.1","CW12",0.731850961538462,"metapop"
"348971",248,"19AcGLB232.1.1","19AcGR302.4.1",0.739978840954508,"metapop"
"35045",248,"19AcGLB232.1.1","19AcAm205.1.1",0.814635197758379,"metapop"
"35064",248,"19AcGLB232.1.1","CW12",0.767056162834527,"metapop"
"350711",248,"19AcGLB232.1.1","19AcAm43.1.1",0.80922558111526,"metapop"
"36589",248,"19AcGR302.4.1","CW12",0.75938526513374,"metapop"
"36718",248,"19AcGR302.4.1","19AcAm43.1.1",0.742895805142084,"metapop"
"367461",248,"19AcGR302.4.1","19AcGLB232.1.1",0.739978840954508,"metapop"
"36754",248,"19AcGR302.4.1","19AcAm205.1.1",0.722470540430719,"metapop"
"57603",248,"CW12","19AcAm43.1.1",0.731850961538462,"metapop"
"57679",248,"CW12","19AcAm205.1.1",0.71697504302926,"metapop"
"57809",248,"CW12","19AcGR302.4.1",0.75938526513374,"metapop"
"57831",248,"CW12","19AcGLB232.1.1",0.767056162834527,"metapop"
"2205",248,"05LoS16R1_16","19AcHe317.2.1",0.901293246380016,"species"
"2213",248,"05LoS16R1_16","CW10",0.907546115148127,"species"
"22712",248,"05LoS16R1_16","11LoS7_1",0.83112250585219,"species"
"23541",248,"05LoS16R1_16","11LoS34_4",0.844327176781003,"species"
"111551",248,"11LoS34_4","05LoS16R1_16",0.844327176781003,"species"
"11214",248,"11LoS34_4","11LoS7_1",0.824471062353073,"species"
"112881",248,"11LoS34_4","19AcHe317.2.1",0.852036852036852,"species"
"113261",248,"11LoS34_4","CW10",0.85674188840238,"species"
"119092",248,"11LoS7_1","05LoS16R1_16",0.83112250585219,"species"
"120071",248,"11LoS7_1","19AcHe317.2.1",0.836672669968483,"species"
"12054",248,"11LoS7_1","CW10",0.840013664313368,"species"
"12099",248,"11LoS7_1","11LoS34_4",0.824471062353073,"species"
"373401",248,"19AcHe317.2.1","CW10",0.896251975615263,"species"
"374141",248,"19AcHe317.2.1","11LoS34_4",0.852036852036852,"species"
"37421",248,"19AcHe317.2.1","05LoS16R1_16",0.901293246380016,"species"
"374761",248,"19AcHe317.2.1","11LoS7_1",0.836672669968483,"species"
"57175",248,"CW10","11LoS7_1",0.840013664313368,"species"
"57236",248,"CW10","05LoS16R1_16",0.907546115148127,"species"
"572441",248,"CW10","19AcHe317.2.1",0.896251975615263,"species"
"573471",248,"CW10","11LoS34_4",0.85674188840238,"species"
"43053",249,"05LoS23_11","19AcAm184.3.1",0.997704165300098,"all1"
"43142",249,"05LoS23_11","19AcAm206.2.1",0.997048212528698,"all1"
"44422",249,"05LoS23_11","19AcS181.3.1",0.998032141685799,"all1"
"44565",249,"05LoS23_11","19AcS311.1.1",0.996720236142998,"all1"
"214011",249,"19AcAm184.3.1","05LoS23_11",0.997704165300098,"all1"
"214743",249,"19AcAm184.3.1","19AcAm206.2.1",0.998032141685799,"all1"
"216021",249,"19AcAm184.3.1","19AcS181.3.1",0.999016070842899,"all1"
"216162",249,"19AcAm184.3.1","19AcS311.1.1",0.997704165300098,"all1"
"237772",249,"19AcAm206.2.1","05LoS23_11",0.997048212528698,"all1"
"238423",249,"19AcAm206.2.1","19AcAm184.3.1",0.998032141685799,"all1"
"239781",249,"19AcAm206.2.1","19AcS181.3.1",0.998360118071499,"all1"
"23992",249,"19AcAm206.2.1","19AcS311.1.1",0.997048212528698,"all1"
"575691",249,"19AcS181.3.1","05LoS23_11",0.998032141685799,"all1"
"576341",249,"19AcS181.3.1","19AcAm184.3.1",0.999016070842899,"all1"
"576431",249,"19AcS181.3.1","19AcAm206.2.1",0.998360118071499,"all1"
"577842",249,"19AcS181.3.1","19AcS311.1.1",0.998032141685799,"all1"
"612653",249,"19AcS311.1.1","05LoS23_11",0.996720236142998,"all1"
"613302",249,"19AcS311.1.1","19AcAm184.3.1",0.997704165300098,"all1"
"61339",249,"19AcS311.1.1","19AcAm206.2.1",0.997048212528698,"all1"
"614672",249,"19AcS311.1.1","19AcS181.3.1",0.998032141685799,"all1"
"239581",249,"05LoS16R1_16","05LoS3_1",0.995736306985897,"I3"
"240087",249,"05LoS16R1_16","09LoS36_3",0.995736306985897,"I3"
"2494224",249,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"257375",249,"05LoS16R1_16","19AcPa177.2.2",0.996064283371597,"I3"
"502681",249,"05LoS3_1","05LoS16R1_16",0.995736306985897,"I3"
"504088",249,"05LoS3_1","09LoS36_3",0.996064283371597,"I3"
"513460",249,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"521385",249,"05LoS3_1","19AcPa177.2.2",0.996392259757298,"I3"
"634684",249,"09LoS36_3","05LoS16R1_16",0.995736306985897,"I3"
"635687",249,"09LoS36_3","05LoS3_1",0.996064283371597,"I3"
"645473",249,"09LoS36_3","19AcARN268.1.1",0.997048212528698,"I3"
"653379",249,"09LoS36_3","19AcPa177.2.2",0.996392259757298,"I3"
"31162223",249,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"3117260",249,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"3117773",249,"19AcARN268.1.1","09LoS36_3",0.997048212528698,"I3"
"3134954",249,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"5201871",249,"19AcPa177.2.2","05LoS16R1_16",0.996064283371597,"I3"
"5202871",249,"19AcPa177.2.2","05LoS3_1",0.996392259757298,"I3"
"5203379",249,"19AcPa177.2.2","09LoS36_3",0.996392259757298,"I3"
"5212754",249,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"24941105",249,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2520159",249,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"2529163",249,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539225",249,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"311621105",249,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31296166",249,"19AcARN268.1.1","19AcGLB102.2.2",0.998032141685799,"R3"
"31305169",249,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315224",249,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"38026154",249,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"38135166",249,"19AcGLB102.2.2","19AcARN268.1.1",0.998032141685799,"R3"
"38169163",249,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"38179171",249,"19AcGLB102.2.2","19AcHe316.1.1",0.997704165300098,"R3"
"40402158",249,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511169",249,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40537163",249,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"40555172",249,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
"43042225",249,"19AcHe316.1.1","05LoS16R1_16",0.996392259757298,"R3"
"43151224",249,"19AcHe316.1.1","19AcARN268.1.1",0.997704165300098,"R3"
"43177171",249,"19AcHe316.1.1","19AcGLB102.2.2",0.997704165300098,"R3"
"43186172",249,"19AcHe316.1.1","19AcGLB198.2.2",0.997048212528698,"R3"
"41681",249,"05LoS3_4","19AcARN268.1.1",0.785533578656854,"metapop"
"4184",249,"05LoS3_4","19AcAM288.2.1",0.746597683050276,"metapop"
"4195",249,"05LoS3_4","19AcNV335.1.1",0.707267559886318,"metapop"
"43373",249,"05LoS3_4","19AcNV332.3.1",0.716075794621027,"metapop"
"21811",249,"19AcAM288.2.1","19AcNV332.3.1",0.738671447067025,"metapop"
"21898",249,"19AcAM288.2.1","19AcARN268.1.1",0.766281806972313,"metapop"
"21998",249,"19AcAM288.2.1","19AcNV335.1.1",0.726307432767689,"metapop"
"22008",249,"19AcAM288.2.1","05LoS3_4",0.746597683050276,"metapop"
"26182",249,"19AcARN268.1.1","19AcAM288.2.1",0.766281806972313,"metapop"
"26260",249,"19AcARN268.1.1","19AcNV335.1.1",0.733252378061121,"metapop"
"263401",249,"19AcARN268.1.1","05LoS3_4",0.785533578656854,"metapop"
"26375",249,"19AcARN268.1.1","19AcNV332.3.1",0.742941295957749,"metapop"
"38002",249,"19AcNV332.3.1","19AcAM288.2.1",0.738671447067025,"metapop"
"38043",249,"19AcNV332.3.1","19AcNV335.1.1",0.873204871841483,"metapop"
"38118",249,"19AcNV332.3.1","05LoS3_4",0.716075794621027,"metapop"
"38188",249,"19AcNV332.3.1","19AcARN268.1.1",0.742941295957749,"metapop"
"39482",249,"19AcNV335.1.1","05LoS3_4",0.707267559886318,"metapop"
"39491",249,"19AcNV335.1.1","19AcAM288.2.1",0.726307432767689,"metapop"
"39500",249,"19AcNV335.1.1","19AcNV332.3.1",0.873204871841483,"metapop"
"39504",249,"19AcNV335.1.1","19AcARN268.1.1",0.733252378061121,"metapop"
"2259",249,"05LoS16R1_16","19AcAm208.2.1",0.858433734939759,"species"
"22761",249,"05LoS16R1_16","19AcGLB381sp.3.1",0.820649755229194,"species"
"23985",249,"05LoS16R1_16","19AcARN282.2.1",0.864404942553653,"species"
"24021",249,"05LoS16R1_16","11LoS15_1",0.879278294149809,"species"
"71101",249,"11LoS15_1","19AcAm208.2.1",0.860964865155259,"species"
"7146",249,"11LoS15_1","19AcARN282.2.1",0.859478185558082,"species"
"71681",249,"11LoS15_1","19AcGLB381sp.3.1",0.814201577953106,"species"
"72551",249,"11LoS15_1","05LoS16R1_16",0.879278294149809,"species"
"19642",249,"19AcAm208.2.1","19AcARN282.2.1",0.856518960374947,"species"
"197031",249,"19AcAm208.2.1","11LoS15_1",0.860964865155259,"species"
"19759",249,"19AcAm208.2.1","05LoS16R1_16",0.858433734939759,"species"
"19791",249,"19AcAm208.2.1","19AcGLB381sp.3.1",0.800655737704918,"species"
"269332",249,"19AcARN282.2.1","05LoS16R1_16",0.864404942553653,"species"
"27043",249,"19AcARN282.2.1","11LoS15_1",0.859478185558082,"species"
"27079",249,"19AcARN282.2.1","19AcAm208.2.1",0.856518960374947,"species"
"27098",249,"19AcARN282.2.1","19AcGLB381sp.3.1",0.817290748898678,"species"
"353931",249,"19AcGLB381sp.3.1","05LoS16R1_16",0.820649755229194,"species"
"355071",249,"19AcGLB381sp.3.1","11LoS15_1",0.814201577953106,"species"
"35530",249,"19AcGLB381sp.3.1","19AcAm208.2.1",0.800655737704918,"species"
"35569",249,"19AcGLB381sp.3.1","19AcARN282.2.1",0.817290748898678,"species"
"11494",250,"05LoS1_4","19AcAm209.1.1",0.996720236142998,"all1"
"12535",250,"05LoS1_4","19AcPa177.2.2",0.996064283371597,"all1"
"12961",250,"05LoS1_4","19AcS398Asp.2.1",0.995408330600197,"all1"
"13165",250,"05LoS1_4","CW9",0.997704165300098,"all1"
"245573",250,"19AcAm209.1.1","05LoS1_4",0.996720236142998,"all1"
"247494",250,"19AcAm209.1.1","19AcPa177.2.2",0.997376188914398,"all1"
"247925",250,"19AcAm209.1.1","19AcS398Asp.2.1",0.996720236142998,"all1"
"248122",250,"19AcAm209.1.1","CW9",0.999016070842899,"all1"
"520132",250,"19AcPa177.2.2","05LoS1_4",0.996064283371597,"all1"
"521022",250,"19AcPa177.2.2","19AcAm209.1.1",0.997376188914398,"all1"
"52248",250,"19AcPa177.2.2","19AcS398Asp.2.1",0.996064283371597,"all1"
"5226868",250,"19AcPa177.2.2","CW9",0.998360118071499,"all1"
"63365",250,"19AcS398Asp.2.1","05LoS1_4",0.995408330600197,"all1"
"634545",250,"19AcS398Asp.2.1","19AcAm209.1.1",0.996720236142998,"all1"
"63558",250,"19AcS398Asp.2.1","19AcPa177.2.2",0.996064283371597,"all1"
"636203",250,"19AcS398Asp.2.1","CW9",0.997704165300098,"all1"
"686455",250,"CW9","05LoS1_4",0.997704165300098,"all1"
"687342",250,"CW9","19AcAm209.1.1",0.999016070842899,"all1"
"6883868",250,"CW9","19AcPa177.2.2",0.998360118071499,"all1"
"688813",250,"CW9","19AcS398Asp.2.1",0.997704165300098,"all1"
"239582",250,"05LoS16R1_16","05LoS3_1",0.995736306985897,"I3"
"249375",250,"05LoS16R1_16","19AcAm43.3.1",0.994752377828796,"I3"
"2494225",250,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"I3"
"250076",250,"05LoS16R1_16","19AcARN300.2.1",0.996720236142998,"I3"
"502682",250,"05LoS3_1","05LoS16R1_16",0.995736306985897,"I3"
"513374",250,"05LoS3_1","19AcAm43.3.1",0.995080354214497,"I3"
"513461",250,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"514070",250,"05LoS3_1","19AcARN300.2.1",0.997704165300098,"I3"
"3089875",250,"19AcAm43.3.1","05LoS16R1_16",0.994752377828796,"I3"
"3090874",250,"19AcAm43.3.1","05LoS3_1",0.995080354214497,"I3"
"3100667",250,"19AcAm43.3.1","19AcARN268.1.1",0.996064283371597,"I3"
"3101265",250,"19AcAm43.3.1","19AcARN300.2.1",0.996064283371597,"I3"
"31162224",250,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"I3"
"3117261",250,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"3127067",250,"19AcARN268.1.1","19AcAm43.3.1",0.996064283371597,"I3"
"3127665",250,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"3274676",250,"19AcARN300.2.1","05LoS16R1_16",0.996720236142998,"I3"
"3275671",250,"19AcARN300.2.1","05LoS3_1",0.997704165300098,"I3"
"3285465",250,"19AcARN300.2.1","19AcAm43.3.1",0.996064283371597,"I3"
"3285563",250,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"24941106",250,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2520160",250,"05LoS16R1_16","19AcGLB102.2.2",0.997376188914398,"R3"
"2529164",250,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2609163",250,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"311621106",250,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31296167",250,"19AcARN268.1.1","19AcGLB102.2.2",0.998032141685799,"R3"
"31305170",250,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31385177",250,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"38026155",250,"19AcGLB102.2.2","05LoS16R1_16",0.997376188914398,"R3"
"38135167",250,"19AcGLB102.2.2","19AcARN268.1.1",0.998032141685799,"R3"
"38169164",250,"19AcGLB102.2.2","19AcGLB198.2.2",0.997376188914398,"R3"
"38249170",250,"19AcGLB102.2.2","19AcS312.2.1",0.997048212528698,"R3"
"40402159",250,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511170",250,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40537164",250,"19AcGLB198.2.2","19AcGLB102.2.2",0.997376188914398,"R3"
"40625172",250,"19AcGLB198.2.2","19AcS312.2.1",0.997048212528698,"R3"
"61522162",250,"19AcS312.2.1","05LoS16R1_16",0.995736306985897,"R3"
"61631176",250,"19AcS312.2.1","19AcARN268.1.1",0.997048212528698,"R3"
"61657170",250,"19AcS312.2.1","19AcGLB102.2.2",0.997048212528698,"R3"
"61666172",250,"19AcS312.2.1","19AcGLB198.2.2",0.997048212528698,"R3"
"11668",250,"11LoS6_2","19AcD266.2.1",0.752108579738245,"metapop"
"11689",250,"11LoS6_2","19AcARN300.2.1",0.718119471225524,"metapop"
"11823",250,"11LoS6_2","19AcPa174.2.1",0.721667474551624,"metapop"
"11842",250,"11LoS6_2","11LoS7_1",0.719385719984045,"metapop"
"11998",250,"11LoS7_1","11LoS6_2",0.719385719984045,"metapop"
"12032",250,"11LoS7_1","19AcD266.2.1",0.760637713029137,"metapop"
"12063",250,"11LoS7_1","19AcARN300.2.1",0.842664856916638,"metapop"
"120691",250,"11LoS7_1","19AcPa174.2.1",0.810005497526113,"metapop"
"27642",250,"19AcARN300.2.1","11LoS7_1",0.842664856916638,"metapop"
"27776",250,"19AcARN300.2.1","19AcPa174.2.1",0.805105170902717,"metapop"
"27783",250,"19AcARN300.2.1","11LoS6_2",0.718119471225524,"metapop"
"27827",250,"19AcARN300.2.1","19AcD266.2.1",0.779250657318142,"metapop"
"28891",250,"19AcD266.2.1","11LoS6_2",0.752108579738245,"metapop"
"289431",250,"19AcD266.2.1","19AcPa174.2.1",0.748241313152846,"metapop"
"289711",250,"19AcD266.2.1","19AcARN300.2.1",0.779250657318142,"metapop"
"29038",250,"19AcD266.2.1","11LoS7_1",0.760637713029137,"metapop"
"436751",250,"19AcPa174.2.1","19AcD266.2.1",0.748241313152846,"metapop"
"43722",250,"19AcPa174.2.1","19AcARN300.2.1",0.805105170902717,"metapop"
"43757",250,"19AcPa174.2.1","11LoS6_2",0.721667474551624,"metapop"
"437711",250,"19AcPa174.2.1","11LoS7_1",0.810005497526113,"metapop"
"2426",250,"05LoS1_7","19AcS313A.1.1",0.806426506559929,"species"
"24351",250,"05LoS1_7","19AcPa174.1.2",0.798478236544702,"species"
"2554",250,"05LoS1_7","19AcS123.1.1",0.842074659844168,"species"
"2650",250,"05LoS1_7","CW9",0.812771801327535,"species"
"43349",250,"19AcPa174.1.2","19AcS313A.1.1",0.849663037843442,"species"
"43366",250,"19AcPa174.1.2","19AcS123.1.1",0.847351351351351,"species"
"434081",250,"19AcPa174.1.2","05LoS1_7",0.798478236544702,"species"
"43541",250,"19AcPa174.1.2","CW9",0.841303653211205,"species"
"47922",250,"19AcS123.1.1","CW9",0.885316539608883,"species"
"48015",250,"19AcS123.1.1","19AcS313A.1.1",0.878156226496186,"species"
"48105",250,"19AcS123.1.1","05LoS1_7",0.842074659844168,"species"
"48158",250,"19AcS123.1.1","19AcPa174.1.2",0.847351351351351,"species"
"54020",250,"19AcS313A.1.1","CW9",0.897734490789752,"species"
"54072",250,"19AcS313A.1.1","19AcPa174.1.2",0.849663037843442,"species"
"54073",250,"19AcS313A.1.1","19AcS123.1.1",0.878156226496186,"species"
"54144",250,"19AcS313A.1.1","05LoS1_7",0.806426506559929,"species"
"58759",250,"CW9","19AcS123.1.1",0.885316539608883,"species"
"58762",250,"CW9","19AcPa174.1.2",0.841303653211205,"species"
"58779",250,"CW9","19AcS313A.1.1",0.897734490789752,"species"
"58782",250,"CW9","05LoS1_7",0.812771801327535,"species"
"85921",251,"11LoS14_2","19AcGLB102.2.2",0.997376188914398,"all1"
"86663",251,"11LoS14_2","19AcS181.3.1",0.998032141685799,"all1"
"8680",251,"11LoS14_2","19AcS311.1.1",0.996720236142998,"all1"
"86834",251,"11LoS14_2","19AcS313A.1.1",0.996720236142998,"all1"
"380491",251,"19AcGLB102.2.2","11LoS14_2",0.997376188914398,"all1"
"382344",251,"19AcGLB102.2.2","19AcS181.3.1",0.998688094457199,"all1"
"38248",251,"19AcGLB102.2.2","19AcS311.1.1",0.997376188914398,"all1"
"382512",251,"19AcGLB102.2.2","19AcS313A.1.1",0.997376188914398,"all1"
"575853",251,"19AcS181.3.1","11LoS14_2",0.998032141685799,"all1"
"576974",251,"19AcS181.3.1","19AcGLB102.2.2",0.998688094457199,"all1"
"577843",251,"19AcS181.3.1","19AcS311.1.1",0.998032141685799,"all1"
"577872",251,"19AcS181.3.1","19AcS313A.1.1",0.998032141685799,"all1"
"61281",251,"19AcS311.1.1","11LoS14_2",0.996720236142998,"all1"
"61393",251,"19AcS311.1.1","19AcGLB102.2.2",0.997376188914398,"all1"
"614673",251,"19AcS311.1.1","19AcS181.3.1",0.998032141685799,"all1"
"614834",251,"19AcS311.1.1","19AcS313A.1.1",0.996720236142998,"all1"
"620734",251,"19AcS313A.1.1","11LoS14_2",0.996720236142998,"all1"
"621851",251,"19AcS313A.1.1","19AcGLB102.2.2",0.997376188914398,"all1"
"622592",251,"19AcS313A.1.1","19AcS181.3.1",0.998032141685799,"all1"
"622734",251,"19AcS313A.1.1","19AcS311.1.1",0.996720236142998,"all1"
"504089",251,"05LoS3_1","09LoS36_3",0.996064283371597,"I3"
"513462",251,"05LoS3_1","19AcARN268.1.1",0.997048212528698,"I3"
"514071",251,"05LoS3_1","19AcARN300.2.1",0.997704165300098,"I3"
"521386",251,"05LoS3_1","19AcPa177.2.2",0.996392259757298,"I3"
"635688",251,"09LoS36_3","05LoS3_1",0.996064283371597,"I3"
"645474",251,"09LoS36_3","19AcARN268.1.1",0.997048212528698,"I3"
"646071",251,"09LoS36_3","19AcARN300.2.1",0.997048212528698,"I3"
"653380",251,"09LoS36_3","19AcPa177.2.2",0.996392259757298,"I3"
"3117262",251,"19AcARN268.1.1","05LoS3_1",0.997048212528698,"I3"
"3117774",251,"19AcARN268.1.1","09LoS36_3",0.997048212528698,"I3"
"3127666",251,"19AcARN268.1.1","19AcARN300.2.1",0.998032141685799,"I3"
"3134955",251,"19AcARN268.1.1","19AcPa177.2.2",0.997376188914398,"I3"
"3275672",251,"19AcARN300.2.1","05LoS3_1",0.997704165300098,"I3"
"3276171",251,"19AcARN300.2.1","09LoS36_3",0.997048212528698,"I3"
"3285564",251,"19AcARN300.2.1","19AcARN268.1.1",0.998032141685799,"I3"
"3293361",251,"19AcARN300.2.1","19AcPa177.2.2",0.997376188914398,"I3"
"5202872",251,"19AcPa177.2.2","05LoS3_1",0.996392259757298,"I3"
"5203380",251,"19AcPa177.2.2","09LoS36_3",0.996392259757298,"I3"
"5212755",251,"19AcPa177.2.2","19AcARN268.1.1",0.997376188914398,"I3"
"5213361",251,"19AcPa177.2.2","19AcARN300.2.1",0.997376188914398,"I3"
"2494226",251,"05LoS16R1_16","19AcARN268.1.1",0.996720236142998,"R3"
"2529165",251,"05LoS16R1_16","19AcGLB198.2.2",0.996064283371597,"R3"
"2539226",251,"05LoS16R1_16","19AcHe316.1.1",0.996392259757298,"R3"
"2609164",251,"05LoS16R1_16","19AcS312.2.1",0.995736306985897,"R3"
"31162225",251,"19AcARN268.1.1","05LoS16R1_16",0.996720236142998,"R3"
"31305171",251,"19AcARN268.1.1","19AcGLB198.2.2",0.997376188914398,"R3"
"31315225",251,"19AcARN268.1.1","19AcHe316.1.1",0.997704165300098,"R3"
"31385178",251,"19AcARN268.1.1","19AcS312.2.1",0.997048212528698,"R3"
"40402160",251,"19AcGLB198.2.2","05LoS16R1_16",0.996064283371597,"R3"
"40511171",251,"19AcGLB198.2.2","19AcARN268.1.1",0.997376188914398,"R3"
"40555173",251,"19AcGLB198.2.2","19AcHe316.1.1",0.997048212528698,"R3"
