"","isolate1","isolate2","ani","haplotype","sample"
"332212","19AcHe316.1.1","05LoS16R1_16",98.8631,"K1_R3_I1_G1",210
"332251","19AcHe316.1.1","19AcS312.2.1",98.8558,"K1_R3_I1_G1",210
"473972","19AcS312.2.1","05LoS16R1_16",99.6842,"K1_R3_I1_G1",210
"47416","19AcS312.2.1","19AcGLB198.2.2",99.2117,"K1_R3_I1_G1",210
"47427","19AcS312.2.1","19AcARN268.1.1",99.1805,"K1_R3_I1_G1",210
"47502","19AcS312.2.1","19AcHe316.1.1",98.8708,"K1_R3_I1_G1",210
"16294","05LoS16R1_16","19AcAm43.3.1",99.6989,"K1_R1_I3_G1",210
"16442","05LoS16R1_16","05LoS3_1",99.166,"K1_R1_I3_G1",210
"16506","05LoS16R1_16","19AcARN300.2.1",99.0778,"K1_R1_I3_G1",210
"17321","05LoS16R1_16","19AcHe316.1.1",98.8762,"K1_R1_I3_G1",210
"44021","05LoS3_1","05LoS16R1_16",99.155,"K1_R1_I3_G1",210
"44172","05LoS3_1","19AcARN300.2.1",99.0631,"K1_R1_I3_G1",210
"4473","05LoS3_1","19AcAm43.3.1",98.9515,"K1_R1_I3_G1",210
"4494","05LoS3_1","19AcHe316.1.1",98.8011,"K1_R1_I3_G1",210
"180181","19AcARN300.2.1","05LoS16R1_16",99.0725,"K1_R1_I3_G1",210
"18024","19AcARN300.2.1","05LoS3_1",99.0492,"K1_R1_I3_G1",210
"180372","19AcARN300.2.1","19AcAm43.3.1",99.0208,"K1_R1_I3_G1",210
"180611","19AcARN300.2.1","19AcHe316.1.1",98.8959,"K1_R1_I3_G1",210
"25546","19AcAm43.3.1","05LoS16R1_16",99.6972,"K1_R1_I3_G1",210
"25606","19AcAm43.3.1","19AcARN300.2.1",99.0248,"K1_R1_I3_G1",210
"25628","19AcAm43.3.1","05LoS3_1",98.9555,"K1_R1_I3_G1",210
"25629","19AcAm43.3.1","19AcHe316.1.1",98.9422,"K1_R1_I3_G1",210
"33168","19AcHe316.1.1","19AcARN300.2.1",98.9454,"K1_R1_I3_G1",210
"33180","19AcHe316.1.1","19AcAm43.3.1",98.9251,"K1_R1_I3_G1",210
"332211","19AcHe316.1.1","05LoS16R1_16",98.8631,"K1_R1_I3_G1",210
"33233","19AcHe316.1.1","05LoS3_1",98.8065,"K1_R1_I3_G1",210
"24527","19AcAm211.3.1","19AcS311.1.1",99.5855,"K1_R1_I1_G1",211
"24547","19AcAm211.3.1","19AcS398Asp.2.1",99.4372,"K1_R1_I1_G1",211
"24609","19AcAm211.3.1","CW9",99.0433,"K1_R1_I1_G1",211
"49752","19AcS311.1.1","19AcAm211.3.1",99.5925,"K1_R1_I1_G1",211
"49804","19AcS311.1.1","CW9",99.1884,"K1_R1_I1_G1",211
"49839","19AcS311.1.1","19AcS398Asp.2.1",98.7579,"K1_R1_I1_G1",211
"516741","19AcS398Asp.2.1","19AcAm211.3.1",99.4401,"K1_R1_I1_G1",211
"51676","19AcS398Asp.2.1","19AcS311.1.1",99.4336,"K1_R1_I1_G1",211
"51739","19AcS398Asp.2.1","CW9",99.0533,"K1_R1_I1_G1",211
"55495","CW9","19AcS311.1.1",99.1819,"K1_R1_I1_G1",211
"55516","CW9","19AcAm211.3.1",99.0458,"K1_R1_I1_G1",211
"55564","CW9","19AcS398Asp.2.1",98.6232,"K1_R1_I1_G1",211
"17325","05LoS16R1_16","19AcHe316.1.1",99.0975,"K1_R3_I1_G1",211
"17357","05LoS16R1_16","19AcGLB198.2.2",99.0642,"K1_R3_I1_G1",211
"17405","05LoS16R1_16","19AcGLB102.2.2",99.0449,"K1_R3_I1_G1",211
"17482","05LoS16R1_16","19AcARN268.1.1",98.9969,"K1_R3_I1_G1",211
"17627","19AcARN268.1.1","19AcGLB198.2.2",99.5652,"K1_R3_I1_G1",211
"17649","19AcARN268.1.1","19AcGLB102.2.2",99.4488,"K1_R3_I1_G1",211
"17654","19AcARN268.1.1","19AcHe316.1.1",99.4207,"K1_R3_I1_G1",211
"177082","19AcARN268.1.1","05LoS16R1_16",98.9989,"K1_R3_I1_G1",211
"30018","19AcGLB102.2.2","19AcARN268.1.1",99.4644,"K1_R3_I1_G1",211
"30030","19AcGLB102.2.2","19AcGLB198.2.2",99.3954,"K1_R3_I1_G1",211
"300412","19AcGLB102.2.2","19AcHe316.1.1",99.3425,"K1_R3_I1_G1",211
"300751","19AcGLB102.2.2","05LoS16R1_16",99.066,"K1_R3_I1_G1",211
"31902","19AcGLB198.2.2","19AcARN268.1.1",99.5752,"K1_R3_I1_G1",211
"319091","19AcGLB198.2.2","19AcHe316.1.1",99.4989,"K1_R3_I1_G1",211
"31930","19AcGLB198.2.2","19AcGLB102.2.2",99.3968,"K1_R3_I1_G1",211
"31966","19AcGLB198.2.2","05LoS16R1_16",99.0717,"K1_R3_I1_G1",211
"34047","19AcHe316.1.1","19AcGLB198.2.2",99.4992,"K1_R3_I1_G1",211
"34055","19AcHe316.1.1","19AcARN268.1.1",99.4317,"K1_R3_I1_G1",211
"34076","19AcHe316.1.1","19AcGLB102.2.2",99.3359,"K1_R3_I1_G1",211
"341042","19AcHe316.1.1","05LoS16R1_16",99.1005,"K1_R3_I1_G1",211
"4564","05LoS3_1","19AcARN300.2.1",99.3134,"K1_R1_I3_G1",211
"4610","05LoS3_1","19AcARN268.1.1",99.0294,"K1_R1_I3_G1",211
"46263","05LoS3_1","19AcPa177.2.2",98.9385,"K1_R1_I3_G1",211
"176432","19AcARN268.1.1","19AcPa177.2.2",99.5051,"K1_R1_I3_G1",211
"177021","19AcARN268.1.1","05LoS3_1",99.0392,"K1_R1_I3_G1",211
"177222","19AcARN268.1.1","19AcARN300.2.1",98.7918,"K1_R1_I3_G1",211
"19065","19AcARN300.2.1","19AcARN268.1.1",99.465,"K1_R1_I3_G1",211
"19086","19AcARN300.2.1","19AcPa177.2.2",99.3341,"K1_R1_I3_G1",211
"19087","19AcARN300.2.1","05LoS3_1",99.3179,"K1_R1_I3_G1",211
"41666","19AcPa177.2.2","19AcARN268.1.1",99.5085,"K1_R1_I3_G1",211
"41749","19AcPa177.2.2","19AcARN300.2.1",98.9504,"K1_R1_I3_G1",211
"41767","19AcPa177.2.2","05LoS3_1",98.5186,"K1_R1_I3_G1",211
"184891","19AcAm128.2.1","19AcS136.2.1",99.642,"K1_R1_I1_G1",212
"18505","19AcAm128.2.1","19AcS313A.2.1",99.5884,"K1_R1_I1_G1",212
"185451","19AcAm128.2.1","19AcS313A.1.1",99.4912,"K1_R1_I1_G1",212
"185501","19AcAm128.2.1","19AcS312.2.1",99.4759,"K1_R1_I1_G1",212
"42286","19AcS136.2.1","19AcS313A.1.1",99.6907,"K1_R1_I1_G1",212
"42291","19AcS136.2.1","19AcS313A.2.1",99.6764,"K1_R1_I1_G1",212
"42297","19AcS136.2.1","19AcS312.2.1",99.6739,"K1_R1_I1_G1",212
"42305","19AcS136.2.1","19AcAm128.2.1",99.6389,"K1_R1_I1_G1",212
"47126","19AcS312.2.1","19AcS313A.2.1",99.7479,"K1_R1_I1_G1",212
"471381","19AcS312.2.1","19AcS313A.1.1",99.6776,"K1_R1_I1_G1",212
"47139","19AcS312.2.1","19AcS136.2.1",99.6701,"K1_R1_I1_G1",212
"47201","19AcS312.2.1","19AcAm128.2.1",99.4713,"K1_R1_I1_G1",212
"475941","19AcS313A.1.1","19AcS136.2.1",99.6855,"K1_R1_I1_G1",212
"47597","19AcS313A.1.1","19AcS312.2.1",99.6742,"K1_R1_I1_G1",212
"47614","19AcS313A.1.1","19AcS313A.2.1",99.6371,"K1_R1_I1_G1",212
"476652","19AcS313A.1.1","19AcAm128.2.1",99.493,"K1_R1_I1_G1",212
"47822","19AcS313A.2.1","19AcS312.2.1",99.7512,"K1_R1_I1_G1",212
"47836","19AcS313A.2.1","19AcS136.2.1",99.683,"K1_R1_I1_G1",212
"47849","19AcS313A.2.1","19AcS313A.1.1",99.6431,"K1_R1_I1_G1",212
"47870","19AcS313A.2.1","19AcAm128.2.1",99.5894,"K1_R1_I1_G1",212
"28225","19AcGLB102.2.2","19AcS312.2.1",99.6234,"K1_R3_I1_G1",212
"28278","19AcGLB102.2.2","19AcHe316.1.1",99.474,"K1_R3_I1_G1",212
"282841","19AcGLB102.2.2","19AcGLB198.2.2",99.3661,"K1_R3_I1_G1",212
"295921","19AcGLB198.2.2","19AcGLB102.2.2",99.3661,"K1_R3_I1_G1",212
"29608","19AcGLB198.2.2","19AcS312.2.1",99.3106,"K1_R3_I1_G1",212
"29670","19AcGLB198.2.2","19AcHe316.1.1",99.0598,"K1_R3_I1_G1",212
"319042","19AcHe316.1.1","19AcGLB102.2.2",99.473,"K1_R3_I1_G1",212
"319421","19AcHe316.1.1","19AcS312.2.1",99.3443,"K1_R3_I1_G1",212
"31991","19AcHe316.1.1","19AcGLB198.2.2",99.0607,"K1_R3_I1_G1",212
"47151","19AcS312.2.1","19AcGLB102.2.2",99.6157,"K1_R3_I1_G1",212
"47230","19AcS312.2.1","19AcHe316.1.1",99.3366,"K1_R3_I1_G1",212
"47234","19AcS312.2.1","19AcGLB198.2.2",99.3126,"K1_R3_I1_G1",212
"35301","05LoS3_1","19AcARN268.1.1",99.4223,"K1_R1_I3_G1",212
"35761","05LoS3_1","19AcHe316.1.1",99.1673,"K1_R1_I3_G1",212
"15542","19AcARN268.1.1","19AcHe316.1.1",99.525,"K1_R1_I3_G1",212
"15575","19AcARN268.1.1","05LoS3_1",99.4266,"K1_R1_I3_G1",212
"31897","19AcHe316.1.1","19AcARN268.1.1",99.5198,"K1_R1_I3_G1",212
"31985","19AcHe316.1.1","05LoS3_1",99.1747,"K1_R1_I3_G1",212
"47061","05LoS3_1","19AcAm206.2.1",99.5716,"K1_R1_I1_G1",213
"4747","05LoS3_1","19AcS183.3.1",99.4451,"K1_R1_I1_G1",213
"4788","05LoS3_1","11LoS14_2",99.3824,"K1_R1_I1_G1",213
"4794","05LoS3_1","19AcS312.3.1",99.3604,"K1_R1_I1_G1",213
"7913","11LoS14_2","19AcS183.3.1",99.688,"K1_R1_I1_G1",213
"7916","11LoS14_2","19AcS312.3.1",99.6817,"K1_R1_I1_G1",213
"7940","11LoS14_2","19AcAm206.2.1",99.6126,"K1_R1_I1_G1",213
"8001","11LoS14_2","05LoS3_1",99.3788,"K1_R1_I1_G1",213
"25209","19AcAm206.2.1","19AcS183.3.1",99.7699,"K1_R1_I1_G1",213
"252331","19AcAm206.2.1","19AcS312.3.1",99.6735,"K1_R1_I1_G1",213
"25240","19AcAm206.2.1","11LoS14_2",99.6194,"K1_R1_I1_G1",213
"252461","19AcAm206.2.1","05LoS3_1",99.5662,"K1_R1_I1_G1",213
"51396","19AcS183.3.1","19AcAm206.2.1",99.7713,"K1_R1_I1_G1",213
"51414","19AcS183.3.1","11LoS14_2",99.6849,"K1_R1_I1_G1",213
"51421","19AcS183.3.1","19AcS312.3.1",99.637,"K1_R1_I1_G1",213
"51459","19AcS183.3.1","05LoS3_1",99.4404,"K1_R1_I1_G1",213
"54352","19AcS312.3.1","11LoS14_2",99.6846,"K1_R1_I1_G1",213
"54357","19AcS312.3.1","19AcAm206.2.1",99.6718,"K1_R1_I1_G1",213
"54366","19AcS312.3.1","19AcS183.3.1",99.6371,"K1_R1_I1_G1",213
"54415","19AcS312.3.1","05LoS3_1",99.3528,"K1_R1_I1_G1",213
"188271","19AcARN268.1.1","19AcGLB102.2.2",99.4745,"K1_R3_I1_G1",213
"18843","19AcARN268.1.1","19AcS312.2.1",99.4379,"K1_R3_I1_G1",213
"18876","19AcARN268.1.1","19AcGLB198.2.2",99.3868,"K1_R3_I1_G1",213
"188991","19AcARN268.1.1","19AcHe316.1.1",99.1171,"K1_R3_I1_G1",213
"33641","19AcGLB102.2.2","19AcGLB198.2.2",99.5991,"K1_R3_I1_G1",213
"33660","19AcGLB102.2.2","19AcS312.2.1",99.5042,"K1_R3_I1_G1",213
"336702","19AcGLB102.2.2","19AcARN268.1.1",99.4739,"K1_R3_I1_G1",213
"337192","19AcGLB102.2.2","19AcHe316.1.1",99.2314,"K1_R3_I1_G1",213
"35588","19AcGLB198.2.2","19AcGLB102.2.2",99.6046,"K1_R3_I1_G1",213
"35619","19AcGLB198.2.2","19AcS312.2.1",99.5552,"K1_R3_I1_G1",213
"356741","19AcGLB198.2.2","19AcARN268.1.1",99.3833,"K1_R3_I1_G1",213
"356943","19AcGLB198.2.2","19AcHe316.1.1",99.2356,"K1_R3_I1_G1",213
"37304","19AcHe316.1.1","19AcS312.2.1",99.301,"K1_R3_I1_G1",213
"37334","19AcHe316.1.1","19AcGLB198.2.2",99.2425,"K1_R3_I1_G1",213
"37342","19AcHe316.1.1","19AcGLB102.2.2",99.227,"K1_R3_I1_G1",213
"37388","19AcHe316.1.1","19AcARN268.1.1",99.1118,"K1_R3_I1_G1",213
"54129","19AcS312.2.1","19AcGLB198.2.2",99.5561,"K1_R3_I1_G1",213
"54139","19AcS312.2.1","19AcGLB102.2.2",99.5052,"K1_R3_I1_G1",213
"54162","19AcS312.2.1","19AcARN268.1.1",99.4354,"K1_R3_I1_G1",213
"54204","19AcS312.2.1","19AcHe316.1.1",99.3042,"K1_R3_I1_G1",213
"4719","05LoS3_1","19AcARN300.2.1",99.536,"K1_R1_I3_G1",213
"4739","05LoS3_1","19AcARN268.1.1",99.4619,"K1_R1_I3_G1",213
"47821","05LoS3_1","19AcPa177.2.2",99.401,"K1_R1_I3_G1",213
"4813","05LoS3_1","19AcAm43.3.1",99.2324,"K1_R1_I3_G1",213
"18802","19AcARN268.1.1","19AcPa177.2.2",99.5448,"K1_R1_I3_G1",213
"188172","19AcARN268.1.1","19AcARN300.2.1",99.4969,"K1_R1_I3_G1",213
"188301","19AcARN268.1.1","05LoS3_1",99.4634,"K1_R1_I3_G1",213
"188921","19AcARN268.1.1","19AcAm43.3.1",99.1986,"K1_R1_I3_G1",213
"20038","19AcARN300.2.1","05LoS3_1",99.5372,"K1_R1_I3_G1",213
"20057","19AcARN300.2.1","19AcARN268.1.1",99.5012,"K1_R1_I3_G1",213
"20115","19AcARN300.2.1","19AcPa177.2.2",99.34,"K1_R1_I3_G1",213
"201261","19AcARN300.2.1","19AcAm43.3.1",99.275,"K1_R1_I3_G1",213
"29499","19AcAm43.3.1","19AcARN300.2.1",99.2866,"K1_R1_I3_G1",213
"29506","19AcAm43.3.1","05LoS3_1",99.2439,"K1_R1_I3_G1",213
"295101","19AcAm43.3.1","19AcARN268.1.1",99.2064,"K1_R1_I3_G1",213
"29513","19AcAm43.3.1","19AcPa177.2.2",99.1926,"K1_R1_I3_G1",213
"45458","19AcPa177.2.2","19AcARN268.1.1",99.5559,"K1_R1_I3_G1",213
"45493","19AcPa177.2.2","05LoS3_1",99.4023,"K1_R1_I3_G1",213
"455261","19AcPa177.2.2","19AcARN300.2.1",99.3377,"K1_R1_I3_G1",213
"45564","19AcPa177.2.2","19AcAm43.3.1",99.1876,"K1_R1_I3_G1",213
"17818","19AcARN300.2.1","19AcS312.2.1",99.6647,"K1_R1_I1_G1",214
"178432","19AcARN300.2.1","19AcAm41.3.1",99.6195,"K1_R1_I1_G1",214
"178731","19AcARN300.2.1","19AcAm129.3.1",99.5434,"K1_R1_I1_G1",214
"19932","19AcAm129.3.1","19AcARN300.2.1",99.5392,"K1_R1_I1_G1",214
"19941","19AcAm129.3.1","19AcS312.2.1",99.5219,"K1_R1_I1_G1",214
"199541","19AcAm129.3.1","19AcAm41.3.1",99.471,"K1_R1_I1_G1",214
"25236","19AcAm41.3.1","19AcARN300.2.1",99.6189,"K1_R1_I1_G1",214
"252761","19AcAm41.3.1","19AcAm129.3.1",99.466,"K1_R1_I1_G1",214
"25285","19AcAm41.3.1","19AcS312.2.1",99.4433,"K1_R1_I1_G1",214
"47137","19AcS312.2.1","19AcARN300.2.1",99.6606,"K1_R1_I1_G1",214
"47185","19AcS312.2.1","19AcAm129.3.1",99.5161,"K1_R1_I1_G1",214
"47214","19AcS312.2.1","19AcAm41.3.1",99.4404,"K1_R1_I1_G1",214
"14152","05LoS16R1_16","19AcS312.2.1",99.5766,"K1_R3_I1_G1",214
"14231","05LoS16R1_16","19AcGLB102.2.2",99.5582,"K1_R3_I1_G1",214
"1470","05LoS16R1_16","19AcGLB198.2.2",99.4358,"K1_R3_I1_G1",214
"1474","05LoS16R1_16","19AcARN268.1.1",99.4321,"K1_R3_I1_G1",214
"16461","19AcARN268.1.1","19AcGLB198.2.2",99.5429,"K1_R3_I1_G1",214
"164661","19AcARN268.1.1","19AcGLB102.2.2",99.5323,"K1_R3_I1_G1",214
"16508","19AcARN268.1.1","05LoS16R1_16",99.4388,"K1_R3_I1_G1",214
"165171","19AcARN268.1.1","19AcS312.2.1",99.409,"K1_R3_I1_G1",214
"29847","19AcGLB102.2.2","19AcS312.2.1",99.6734,"K1_R3_I1_G1",214
"29873","19AcGLB102.2.2","05LoS16R1_16",99.5632,"K1_R3_I1_G1",214
"29882","19AcGLB102.2.2","19AcARN268.1.1",99.5352,"K1_R3_I1_G1",214
"29885","19AcGLB102.2.2","19AcGLB198.2.2",99.5257,"K1_R3_I1_G1",214
"31224","19AcGLB198.2.2","19AcARN268.1.1",99.5453,"K1_R3_I1_G1",214
"31235","19AcGLB198.2.2","19AcGLB102.2.2",99.5266,"K1_R3_I1_G1",214
"312481","19AcGLB198.2.2","19AcS312.2.1",99.5118,"K1_R3_I1_G1",214
"312951","19AcGLB198.2.2","05LoS16R1_16",99.4381,"K1_R3_I1_G1",214
"47132","19AcS312.2.1","19AcGLB102.2.2",99.6698,"K1_R3_I1_G1",214
"47156","19AcS312.2.1","05LoS16R1_16",99.577,"K1_R3_I1_G1",214
"471881","19AcS312.2.1","19AcGLB198.2.2",99.5056,"K1_R3_I1_G1",214
"47220","19AcS312.2.1","19AcARN268.1.1",99.4033,"K1_R3_I1_G1",214
"13931","05LoS16R1_16","05LoS3_1",99.7672,"K1_R1_I3_G1",214
"14512","05LoS16R1_16","19AcPa177.2.2",99.499,"K1_R1_I3_G1",214
"14622","05LoS16R1_16","19AcAm43.3.1",99.4539,"K1_R1_I3_G1",214
"14741","05LoS16R1_16","19AcARN268.1.1",99.4321,"K1_R1_I3_G1",214
"3936","05LoS3_1","05LoS16R1_16",99.7685,"K1_R1_I3_G1",214
"39591","05LoS3_1","19AcPa177.2.2",99.6464,"K1_R1_I3_G1",214
"39791","05LoS3_1","19AcAm43.3.1",99.6035,"K1_R1_I3_G1",214
"4000","05LoS3_1","19AcARN268.1.1",99.5679,"K1_R1_I3_G1",214
"16456","19AcARN268.1.1","05LoS3_1",99.566,"K1_R1_I3_G1",214
"16457","19AcARN268.1.1","19AcPa177.2.2",99.5653,"K1_R1_I3_G1",214
"164811","19AcARN268.1.1","19AcAm43.3.1",99.4982,"K1_R1_I3_G1",214
"165081","19AcARN268.1.1","05LoS16R1_16",99.4388,"K1_R1_I3_G1",214
"26158","19AcAm43.3.1","19AcPa177.2.2",99.6275,"K1_R1_I3_G1",214
"26162","19AcAm43.3.1","05LoS3_1",99.6117,"K1_R1_I3_G1",214
"26179","19AcAm43.3.1","19AcARN268.1.1",99.4988,"K1_R1_I3_G1",214
"26203","19AcAm43.3.1","05LoS16R1_16",99.4543,"K1_R1_I3_G1",214
"39983","19AcPa177.2.2","05LoS3_1",99.6416,"K1_R1_I3_G1",214
"39988","19AcPa177.2.2","19AcAm43.3.1",99.63,"K1_R1_I3_G1",214
"40012","19AcPa177.2.2","19AcARN268.1.1",99.5659,"K1_R1_I3_G1",214
"40043","19AcPa177.2.2","05LoS16R1_16",99.4995,"K1_R1_I3_G1",214
"3642","05LoS23_11","19AcHe316.1.1",99.3172,"K1_R1_I1_G1",215
"36591","05LoS23_11","CW9",99.1776,"K1_R1_I1_G1",215
"3697","05LoS23_11","19AcS183.3.1",98.8576,"K1_R1_I1_G1",215
"31654","19AcHe316.1.1","05LoS23_11",99.3101,"K1_R1_I1_G1",215
"31679","19AcHe316.1.1","CW9",99.0204,"K1_R1_I1_G1",215
"31711","19AcHe316.1.1","19AcS183.3.1",98.7247,"K1_R1_I1_G1",215
"43488","19AcS183.3.1","CW9",99.0776,"K1_R1_I1_G1",215
"43504","19AcS183.3.1","05LoS23_11",98.8455,"K1_R1_I1_G1",215
"43512","19AcS183.3.1","19AcHe316.1.1",98.7191,"K1_R1_I1_G1",215
"50448","CW9","05LoS23_11",99.1825,"K1_R1_I1_G1",215
"50463","CW9","19AcS183.3.1",99.079,"K1_R1_I1_G1",215
"50474","CW9","19AcHe316.1.1",99.032,"K1_R1_I1_G1",215
"1379","05LoS16R1_16","19AcGLB102.2.2",99.4213,"K1_R3_I1_G1",215
"14332","05LoS16R1_16","19AcARN268.1.1",99.0186,"K1_R3_I1_G1",215
"1439","05LoS16R1_16","19AcHe316.1.1",99.006,"K1_R3_I1_G1",215
"16351","19AcARN268.1.1","05LoS16R1_16",99.0091,"K1_R3_I1_G1",215
"16358","19AcARN268.1.1","19AcGLB102.2.2",98.9692,"K1_R3_I1_G1",215
"16394","19AcARN268.1.1","19AcHe316.1.1",98.5222,"K1_R3_I1_G1",215
"280581","19AcGLB102.2.2","05LoS16R1_16",99.4228,"K1_R3_I1_G1",215
"280671","19AcGLB102.2.2","19AcHe316.1.1",99.3577,"K1_R3_I1_G1",215
"281161","19AcGLB102.2.2","19AcARN268.1.1",98.9672,"K1_R3_I1_G1",215
"316461","19AcHe316.1.1","19AcGLB102.2.2",99.3573,"K1_R3_I1_G1",215
"31680","19AcHe316.1.1","05LoS16R1_16",99.009,"K1_R3_I1_G1",215
"31742","19AcHe316.1.1","19AcARN268.1.1",98.5286,"K1_R3_I1_G1",215
"143311","05LoS16R1_16","19AcARN268.1.1",99.0186,"K1_R1_I3_G1",215
"14374","05LoS16R1_16","19AcARN300.2.1",99.0115,"K1_R1_I3_G1",215
"14391","05LoS16R1_16","19AcHe316.1.1",99.006,"K1_R1_I3_G1",215
"14403","05LoS16R1_16","19AcPa177.2.2",99.0026,"K1_R1_I3_G1",215
"162811","19AcARN268.1.1","19AcARN300.2.1",99.6373,"K1_R1_I3_G1",215
"16333","19AcARN268.1.1","19AcPa177.2.2",99.2411,"K1_R1_I3_G1",215
"163511","19AcARN268.1.1","05LoS16R1_16",99.0091,"K1_R1_I3_G1",215
"163941","19AcARN268.1.1","19AcHe316.1.1",98.5222,"K1_R1_I3_G1",215
"174102","19AcARN300.2.1","19AcARN268.1.1",99.638,"K1_R1_I3_G1",215
"174531","19AcARN300.2.1","19AcPa177.2.2",99.2804,"K1_R1_I3_G1",215
"17479","19AcARN300.2.1","05LoS16R1_16",99.0148,"K1_R1_I3_G1",215
"17524","19AcARN300.2.1","19AcHe316.1.1",98.455,"K1_R1_I3_G1",215
"316801","19AcHe316.1.1","05LoS16R1_16",99.009,"K1_R1_I3_G1",215
"317421","19AcHe316.1.1","19AcARN268.1.1",98.5286,"K1_R1_I3_G1",215
"31752","19AcHe316.1.1","19AcARN300.2.1",98.4588,"K1_R1_I3_G1",215
"31759","19AcHe316.1.1","19AcPa177.2.2",98.4042,"K1_R1_I3_G1",215
"38457","19AcPa177.2.2","19AcARN300.2.1",99.2852,"K1_R1_I3_G1",215
"38462","19AcPa177.2.2","19AcARN268.1.1",99.2507,"K1_R1_I3_G1",215
"38502","19AcPa177.2.2","05LoS16R1_16",99.0179,"K1_R1_I3_G1",215
"38543","19AcPa177.2.2","19AcHe316.1.1",98.4083,"K1_R1_I3_G1",215
"42671","05LoS23_11","19AcAm129.2.1",99.5005,"K1_R1_I1_G1",216
"4298","05LoS23_11","19AcAm184.3.1",99.4316,"K1_R1_I1_G1",216
"43521","05LoS23_11","19AcS312.2.1",99.2597,"K1_R1_I1_G1",216
"20980","19AcAm129.2.1","05LoS23_11",99.4974,"K1_R1_I1_G1",216
"210071","19AcAm129.2.1","19AcS312.2.1",99.4164,"K1_R1_I1_G1",216
"21019","19AcAm129.2.1","19AcAm184.3.1",99.3832,"K1_R1_I1_G1",216
"21436","19AcAm184.3.1","05LoS23_11",99.4351,"K1_R1_I1_G1",216
"214571","19AcAm184.3.1","19AcAm129.2.1",99.3905,"K1_R1_I1_G1",216
"21490","19AcAm184.3.1","19AcS312.2.1",99.3233,"K1_R1_I1_G1",216
"50109","19AcS312.2.1","19AcAm129.2.1",99.4142,"K1_R1_I1_G1",216
"501421","19AcS312.2.1","19AcAm184.3.1",99.3216,"K1_R1_I1_G1",216
"50167","19AcS312.2.1","05LoS23_11",99.2607,"K1_R1_I1_G1",216
"17628","05LoS16R1_16","19AcS312.2.1",99.3325,"K1_R3_I1_G1",216
"17651","05LoS16R1_16","19AcGLB198.2.2",99.3273,"K1_R3_I1_G1",216
"17677","05LoS16R1_16","19AcHe316.1.1",99.2357,"K1_R3_I1_G1",216
"32727","19AcGLB198.2.2","19AcHe316.1.1",99.3995,"K1_R3_I1_G1",216
"32737","19AcGLB198.2.2","19AcS312.2.1",99.3836,"K1_R3_I1_G1",216
"32762","19AcGLB198.2.2","05LoS16R1_16",99.3308,"K1_R3_I1_G1",216
"34586","19AcHe316.1.1","19AcGLB198.2.2",99.3952,"K1_R3_I1_G1",216
"346521","19AcHe316.1.1","19AcS312.2.1",99.2602,"K1_R3_I1_G1",216
"34654","19AcHe316.1.1","05LoS16R1_16",99.2314,"K1_R3_I1_G1",216
"50123","19AcS312.2.1","19AcGLB198.2.2",99.3786,"K1_R3_I1_G1",216
"501381","19AcS312.2.1","05LoS16R1_16",99.3363,"K1_R3_I1_G1",216
"501681","19AcS312.2.1","19AcHe316.1.1",99.2534,"K1_R3_I1_G1",216
"16511","05LoS16R1_16","05LoS3_1",99.6727,"K1_R1_I3_G1",216
"17208","05LoS16R1_16","19AcAm43.3.1",99.4369,"K1_R1_I3_G1",216
"176711","05LoS16R1_16","19AcHe316.1.1",99.2357,"K1_R1_I3_G1",216
"44691","05LoS3_1","05LoS16R1_16",99.6721,"K1_R1_I3_G1",216
"45501","05LoS3_1","19AcAm43.3.1",99.4082,"K1_R1_I3_G1",216
"45871","05LoS3_1","19AcHe316.1.1",99.2172,"K1_R1_I3_G1",216
"27093","19AcAm43.3.1","05LoS16R1_16",99.431,"K1_R1_I3_G1",216
"27101","19AcAm43.3.1","05LoS3_1",99.4053,"K1_R1_I3_G1",216
"27125","19AcAm43.3.1","19AcHe316.1.1",99.3812,"K1_R1_I3_G1",216
"34594","19AcHe316.1.1","19AcAm43.3.1",99.3836,"K1_R1_I3_G1",216
"346541","19AcHe316.1.1","05LoS16R1_16",99.2314,"K1_R1_I3_G1",216
"34659","19AcHe316.1.1","05LoS3_1",99.2151,"K1_R1_I3_G1",216
"9811","05LoS16R1_16","CW9",99.099,"K1_R1_I1_G1",217
"982","05LoS16R1_16","05LoS8_14",99.0826,"K1_R1_I1_G1",217
"1025","05LoS16R1_16","19AcD266.1.1",98.7431,"K1_R1_I1_G1",217
"1027","05LoS16R1_16","19AcS398sp.3.1",98.7218,"K1_R1_I1_G1",217
"3783","05LoS8_14","19AcD266.1.1",99.6209,"K1_R1_I1_G1",217
"3811","05LoS8_14","05LoS16R1_16",99.0777,"K1_R1_I1_G1",217
"38201","05LoS8_14","CW9",99.007,"K1_R1_I1_G1",217
"3834","05LoS8_14","19AcS398sp.3.1",98.9005,"K1_R1_I1_G1",217
"25962","19AcD266.1.1","05LoS8_14",99.6301,"K1_R1_I1_G1",217
"26001","19AcD266.1.1","CW9",98.7651,"K1_R1_I1_G1",217
"26003","19AcD266.1.1","05LoS16R1_16",98.7459,"K1_R1_I1_G1",217
"26016","19AcD266.1.1","19AcS398sp.3.1",98.6608,"K1_R1_I1_G1",217
"51048","19AcS398sp.3.1","05LoS8_14",98.9137,"K1_R1_I1_G1",217
