"","isolate1","isolate2","ani","population","sample"
"35329","19AcNV334.2.1","19AcD281.1.1",91.1684,"metapop",279
"35352","19AcNV334.2.1","19AcAm188.1.1",91.1361,"metapop",279
"353581","19AcNV334.2.1","19AcAm40.3.1",91.1265,"metapop",279
"39627","19AcPa174.2.1","19AcAm188.1.1",98.4314,"metapop",279
"39713","19AcPa174.2.1","19AcAm40.3.1",95.8087,"metapop",279
"39780","19AcPa174.2.1","19AcNV334.2.1",91.7571,"metapop",279
"39839","19AcPa174.2.1","19AcD281.1.1",90.3874,"metapop",279
"1647","05LoS16R1_16","19AcAm211.3.1",99.5007,"species",279
"1671","05LoS16R1_16","11LoS15_1",99.367,"species",279
"1684","05LoS16R1_16","19AcPa284.1.2",99.3256,"species",279
"1694","05LoS16R1_16","11LoS34_6",99.3049,"species",279
"7476","11LoS15_1","05LoS16R1_16",99.3674,"species",279
"7514","11LoS15_1","19AcAm211.3.1",99.214,"species",279
"7528","11LoS15_1","11LoS34_6",99.1839,"species",279
"7541","11LoS15_1","19AcPa284.1.2",99.1482,"species",279
"114861","11LoS34_6","05LoS16R1_16",99.3046,"species",279
"114891","11LoS34_6","19AcPa284.1.2",99.3001,"species",279
"115141","11LoS34_6","11LoS15_1",99.1884,"species",279
"11527","11LoS34_6","19AcAm211.3.1",99.1381,"species",279
"23555","19AcAm211.3.1","05LoS16R1_16",99.5035,"species",279
"23603","19AcAm211.3.1","11LoS15_1",99.2174,"species",279
"23626","19AcAm211.3.1","11LoS34_6",99.1254,"species",279
"23635","19AcAm211.3.1","19AcPa284.1.2",99.0847,"species",279
"41980","19AcPa284.1.2","05LoS16R1_16",99.3194,"species",279
"41984","19AcPa284.1.2","11LoS34_6",99.2934,"species",279
"42022","19AcPa284.1.2","11LoS15_1",99.1506,"species",279
"420481","19AcPa284.1.2","19AcAm211.3.1",99.0783,"species",279
"11068","11LoS33_5","19AcARN300.1.1",91.3453,"metapop",280
"11081","11LoS33_5","19AcAM304.1.1",91.0565,"metapop",280
"11151","11LoS33_5","19AcGLB198.2.2",90.4349,"metapop",280
"11205","11LoS33_5","13LoS104_4",90.3128,"metapop",280
"13554","13LoS104_4","19AcGLB198.2.2",92.9516,"metapop",280
"13622","13LoS104_4","19AcARN300.1.1",91.5078,"metapop",280
"13629","13LoS104_4","19AcAM304.1.1",91.1791,"metapop",280
"13659","13LoS104_4","11LoS33_5",90.305,"metapop",280
"17288","19AcAM304.1.1","19AcARN300.1.1",96.001,"metapop",280
"174051","19AcAM304.1.1","13LoS104_4",91.2011,"metapop",280
"17439","19AcAM304.1.1","19AcGLB198.2.2",91.0436,"metapop",280
"17442","19AcAM304.1.1","11LoS33_5",91.0336,"metapop",280
"189671","19AcARN300.1.1","19AcAM304.1.1",95.9765,"metapop",280
"19049","19AcARN300.1.1","19AcGLB198.2.2",91.5078,"metapop",280
"19055","19AcARN300.1.1","13LoS104_4",91.492,"metapop",280
"19111","19AcARN300.1.1","11LoS33_5",91.2628,"metapop",280
"328101","19AcGLB198.2.2","13LoS104_4",92.9744,"metapop",280
"328181","19AcGLB198.2.2","19AcARN300.1.1",91.2819,"metapop",280
"32825","19AcGLB198.2.2","19AcAM304.1.1",91.1943,"metapop",280
"32859","19AcGLB198.2.2","11LoS33_5",90.2131,"metapop",280
"216451","19AcAm129.3.1","19AcS183.2.1",99.6342,"species",280
"217161","19AcAm129.3.1","19AcS307.2.1",99.3647,"species",280
"21735","19AcAm129.3.1","19AcAm184.2.1",95.8867,"species",280
"21762","19AcAm129.3.1","19AcAm41.2.1",95.4304,"species",280
"21896","19AcAm184.2.1","19AcAm129.3.1",95.8699,"species",280
"21926","19AcAm184.2.1","19AcS183.2.1",95.7856,"species",280
"219292","19AcAm184.2.1","19AcS307.2.1",95.7707,"species",280
"219972","19AcAm184.2.1","19AcAm41.2.1",95.5351,"species",280
"26658","19AcAm41.2.1","19AcAm184.2.1",95.6499,"species",280
"26660","19AcAm41.2.1","19AcS307.2.1",95.6455,"species",280
"266791","19AcAm41.2.1","19AcS183.2.1",95.5095,"species",280
"26707","19AcAm41.2.1","19AcAm129.3.1",95.4211,"species",280
"475471","19AcS183.2.1","19AcAm129.3.1",99.6331,"species",280
"47629","19AcS183.2.1","19AcS307.2.1",99.3639,"species",280
"47660","19AcS183.2.1","19AcAm184.2.1",95.7966,"species",280
"47679","19AcS183.2.1","19AcAm41.2.1",95.5106,"species",280
"49492","19AcS307.2.1","19AcAm129.3.1",99.3688,"species",280
"49499","19AcS307.2.1","19AcS183.2.1",99.3643,"species",280
"49574","19AcS307.2.1","19AcAm184.2.1",95.7764,"species",280
"495961","19AcS307.2.1","19AcAm41.2.1",95.4826,"species",280
"51871","09LoS36_3","19AcS121.1.1",99.7527,"metapop",281
"5196","09LoS36_3","19AcAm129.3.1",99.721,"metapop",281
"52651","09LoS36_3","19AcHe316.1.1",99.4159,"metapop",281
"5315","09LoS36_3","19AcPa174A.1.2",95.521,"metapop",281
"20231","19AcAm129.3.1","09LoS36_3",99.7223,"metapop",281
"202391","19AcAm129.3.1","19AcS121.1.1",99.69,"metapop",281
"203242","19AcAm129.3.1","19AcHe316.1.1",99.3364,"metapop",281
"20351","19AcAm129.3.1","19AcPa174A.1.2",95.8625,"metapop",281
"34573","19AcHe316.1.1","19AcS121.1.1",99.4513,"metapop",281
"345791","19AcHe316.1.1","09LoS36_3",99.4292,"metapop",281
"34597","19AcHe316.1.1","19AcAm129.3.1",99.3347,"metapop",281
"34692","19AcHe316.1.1","19AcPa174A.1.2",95.1907,"metapop",281
"41182","19AcPa174A.1.2","19AcAm129.3.1",95.8383,"metapop",281
"41216","19AcPa174A.1.2","19AcS121.1.1",95.6659,"metapop",281
"41250","19AcPa174A.1.2","09LoS36_3",95.478,"metapop",281
"412791","19AcPa174A.1.2","19AcHe316.1.1",95.1955,"metapop",281
"44431","19AcS121.1.1","09LoS36_3",99.7554,"metapop",281
"44443","19AcS121.1.1","19AcAm129.3.1",99.6887,"metapop",281
"44495","19AcS121.1.1","19AcHe316.1.1",99.4423,"metapop",281
"445581","19AcS121.1.1","19AcPa174A.1.2",95.667,"metapop",281
"3295","05LoS23R7_12","19AcS142.2.1",99.8999,"species",281
"3374","05LoS23R7_12","19AcS311.1.1",99.4413,"species",281
"3421","05LoS23R7_12","19AcPa174A.1.2",95.9366,"species",281
"3481","05LoS23R7_12","13LoS16_4",91.0189,"species",281
"12326","13LoS16_4","19AcS311.1.1",91.1182,"species",281
"12331","13LoS16_4","19AcS142.2.1",91.1053,"species",281
"12369","13LoS16_4","05LoS23R7_12",91.0008,"species",281
"12370","13LoS16_4","19AcPa174A.1.2",90.9991,"species",281
"411721","19AcPa174A.1.2","05LoS23R7_12",95.8969,"species",281
"41178","19AcPa174A.1.2","19AcS142.2.1",95.8667,"species",281
"41248","19AcPa174A.1.2","19AcS311.1.1",95.4816,"species",281
"41323","19AcPa174A.1.2","13LoS16_4",90.7986,"species",281
"45362","19AcS142.2.1","05LoS23R7_12",99.9019,"species",281
"454221","19AcS142.2.1","19AcS311.1.1",99.4978,"species",281
"45486","19AcS142.2.1","19AcPa174A.1.2",95.8672,"species",281
"45546","19AcS142.2.1","13LoS16_4",90.973,"species",281
"49415","19AcS311.1.1","19AcS142.2.1",99.49,"species",281
"49427","19AcS311.1.1","05LoS23R7_12",99.4395,"species",281
"49496","19AcS311.1.1","19AcPa174A.1.2",95.4938,"species",281
"49542","19AcS311.1.1","13LoS16_4",91.1059,"species",281
"212","05LoM26.3","19AcPa174A.2.1",97.968,"metapop",282
"771","05LoM26.3","19AcGLB196.2.1",95.9768,"metapop",282
"101","05LoM26.3","19AcS313A.2.1",95.9482,"metapop",282
"215","05LoM26.3","11LoS33_4",90.1902,"metapop",282
"9499","11LoS33_4","19AcPa174A.2.1",90.561,"metapop",282
"9539","11LoS33_4","19AcS313A.2.1",90.3189,"metapop",282
"9602","11LoS33_4","05LoM26.3",90.1414,"metapop",282
"9603","11LoS33_4","19AcGLB196.2.1",90.1411,"metapop",282
"29455","19AcGLB196.2.1","19AcS313A.2.1",99.6575,"metapop",282
"29570","19AcGLB196.2.1","19AcPa174A.2.1",96.0906,"metapop",282
"29578","19AcGLB196.2.1","05LoM26.3",96.0323,"metapop",282
"29654","19AcGLB196.2.1","11LoS33_4",90.1542,"metapop",282
"39121","19AcPa174A.2.1","05LoM26.3",97.863,"metapop",282
"39162","19AcPa174A.2.1","19AcGLB196.2.1",96.069,"metapop",282
"39195","19AcPa174A.2.1","19AcS313A.2.1",96.0451,"metapop",282
"39280","19AcPa174A.2.1","11LoS33_4",90.6316,"metapop",282
"47638","19AcS313A.2.1","19AcGLB196.2.1",99.667,"metapop",282
"47742","19AcS313A.2.1","19AcPa174A.2.1",96.0711,"metapop",282
"47750","19AcS313A.2.1","05LoM26.3",96.0131,"metapop",282
"478281","19AcS313A.2.1","11LoS33_4",90.2971,"metapop",282
"1394","05LoS1_4","05LoS23R7_12",99.5109,"species",282
"1408","05LoS1_4","11LoS34_4",99.4546,"species",282
"1416","05LoS1_4","19AcAm185.3.1",99.4241,"species",282
"1435","05LoS1_4","19AcGLBFCO1.1.1",99.3095,"species",282
"27671","05LoS23R7_12","11LoS34_4",99.7262,"species",282
"2785","05LoS23R7_12","05LoS1_4",99.5126,"species",282
"2868","05LoS23R7_12","19AcAm185.3.1",99.0117,"species",282
"2879","05LoS23R7_12","19AcGLBFCO1.1.1",98.887,"species",282
"10354","11LoS34_4","05LoS23R7_12",99.728,"species",282
"10390","11LoS34_4","19AcGLBFCO1.1.1",99.2859,"species",282
"10424","11LoS34_4","05LoS1_4",99.1075,"species",282
"10460","11LoS34_4","19AcAm185.3.1",98.8348,"species",282
"19805","19AcAm185.3.1","19AcGLBFCO1.1.1",99.6115,"species",282
"198341","19AcAm185.3.1","05LoS23R7_12",99.4764,"species",282
"198591","19AcAm185.3.1","11LoS34_4",99.3632,"species",282
"19897","19AcAm185.3.1","05LoS1_4",98.9143,"species",282
"31759","19AcGLBFCO1.1.1","19AcAm185.3.1",99.6095,"species",282
"31825","19AcGLBFCO1.1.1","05LoS1_4",99.3098,"species",282
"31828","19AcGLBFCO1.1.1","11LoS34_4",99.2851,"species",282
"31858","19AcGLBFCO1.1.1","05LoS23R7_12",98.8835,"species",282
"2922","05LoS21R6_43","19AcS142.3.1",99.4852,"metapop",283
"29921","05LoS21R6_43","CW11",99.2677,"metapop",283
"30001","05LoS21R6_43","19AcPa151.2.1",99.2447,"metapop",283
"3054","05LoS21R6_43","19AcAM272.1.1",92.1877,"metapop",283
"159221","19AcAM272.1.1","05LoS21R6_43",92.0356,"metapop",283
"15936","19AcAM272.1.1","19AcS142.3.1",91.9964,"metapop",283
"15999","19AcAM272.1.1","19AcPa151.2.1",91.92,"metapop",283
"16002","19AcAM272.1.1","CW11",91.9128,"metapop",283
"40331","19AcPa151.2.1","CW11",99.7866,"metapop",283
"40355","19AcPa151.2.1","19AcS142.3.1",99.6184,"metapop",283
"404471","19AcPa151.2.1","05LoS21R6_43",99.2367,"metapop",283
"405051","19AcPa151.2.1","19AcAM272.1.1",92.0534,"metapop",283
"46864","19AcS142.3.1","19AcPa151.2.1",99.6258,"metapop",283
"46891","19AcS142.3.1","CW11",99.5142,"metapop",283
"46896","19AcS142.3.1","05LoS21R6_43",99.4884,"metapop",283
"46978","19AcS142.3.1","19AcAM272.1.1",92.0829,"metapop",283
"55229","CW11","19AcPa151.2.1",99.7865,"metapop",283
"55294","CW11","19AcS142.3.1",99.5026,"metapop",283
"55329","CW11","05LoS21R6_43",99.2627,"metapop",283
"55385","CW11","19AcAM272.1.1",92.0231,"metapop",283
"2431","05LoS1_5","05LoS8_14",96.7772,"species",283
"2474","05LoS1_5","19AcAm128.2.1",96.6836,"species",283
"2508","05LoS1_5","19AcS11.2.1",96.6605,"species",283
"25501","05LoS1_5","19AcS311.1.1",96.6068,"species",283
"4805","05LoS8_14","19AcS311.1.1",99.7234,"species",283
"4873","05LoS8_14","19AcAm128.2.1",99.438,"species",283
"4914","05LoS8_14","19AcS11.2.1",99.3085,"species",283
"49541","05LoS8_14","05LoS1_5",96.3796,"species",283
"21432","19AcAm128.2.1","19AcS11.2.1",99.6852,"species",283
"21487","19AcAm128.2.1","05LoS8_14",99.45,"species",283
"21489","19AcAm128.2.1","19AcS311.1.1",99.3914,"species",283
"21516","19AcAm128.2.1","05LoS1_5",96.4282,"species",283
"45425","19AcS11.2.1","19AcAm128.2.1",99.6801,"species",283
"45487","19AcS11.2.1","19AcS311.1.1",99.3806,"species",283
"45490","19AcS11.2.1","05LoS8_14",99.3051,"species",283
"45513","19AcS11.2.1","05LoS1_5",96.4222,"species",283
"51122","19AcS311.1.1","05LoS8_14",99.7218,"species",283
"51218","19AcS311.1.1","19AcAm128.2.1",99.3892,"species",283
"51229","19AcS311.1.1","19AcS11.2.1",99.3719,"species",283
"51273","19AcS311.1.1","05LoS1_5",96.3859,"species",283
"256","05LoM26.5","19AcPa144.2.1",96.4381,"metapop",284
"317","05LoM26.5","09LoS35_1",96.3952,"metapop",284
"430","05LoM26.5","CW12",91.2862,"metapop",284
"434","05LoM26.5","19AcARN305.2.1",91.2609,"metapop",284
"4159","09LoS35_1","19AcPa144.2.1",99.5538,"metapop",284
"4187","09LoS35_1","05LoM26.5",96.4875,"metapop",284
"42491","09LoS35_1","19AcARN305.2.1",91.3975,"metapop",284
"4261","09LoS35_1","CW12",91.0491,"metapop",284
"17145","19AcARN305.2.1","05LoM26.5",91.6373,"metapop",284
"17159","19AcARN305.2.1","19AcPa144.2.1",91.4804,"metapop",284
"17179","19AcARN305.2.1","09LoS35_1",91.438,"metapop",284
"17319","19AcARN305.2.1","CW12",90.7319,"metapop",284
"33838","19AcPa144.2.1","09LoS35_1",99.5573,"metapop",284
"33884","19AcPa144.2.1","05LoM26.5",96.5072,"metapop",284
"33949","19AcPa144.2.1","19AcARN305.2.1",91.4493,"metapop",284
"33965","19AcPa144.2.1","CW12",91.1309,"metapop",284
"48881","CW12","19AcPa144.2.1",91.3159,"metapop",284
"48907","CW12","05LoM26.5",91.2386,"metapop",284
"48948","CW12","09LoS35_1",91.1286,"metapop",284
"49032","CW12","19AcARN305.2.1",90.8907,"metapop",284
"689","05LoS16R1_16","19AcAm40.3.1",99.7242,"species",284
"754","05LoS16R1_16","05LoS8_14",99.6345,"species",284
"768","05LoS16R1_16","13LoS98_3",99.6091,"species",284
"797","05LoS16R1_16","05LoS22_10",99.5297,"species",284
"2258","05LoS22_10","05LoS8_14",99.573,"species",284
"2266","05LoS22_10","05LoS16R1_16",99.5302,"species",284
"2285","05LoS22_10","13LoS98_3",99.4842,"species",284
"2306","05LoS22_10","19AcAm40.3.1",99.4477,"species",284
"3842","05LoS8_14","19AcAm40.3.1",99.6987,"species",284
"3856","05LoS8_14","05LoS16R1_16",99.635,"species",284
"3900","05LoS8_14","05LoS22_10",99.573,"species",284
"3910","05LoS8_14","13LoS98_3",99.5629,"species",284
"12843","13LoS98_3","19AcAm40.3.1",99.7486,"species",284
"12907","13LoS98_3","05LoS16R1_16",99.6117,"species",284
"12933","13LoS98_3","05LoS8_14",99.5636,"species",284
"12951","13LoS98_3","05LoS22_10",99.4872,"species",284
"22985","19AcAm40.3.1","13LoS98_3",99.7492,"species",284
"22992","19AcAm40.3.1","05LoS16R1_16",99.7244,"species",284
"23003","19AcAm40.3.1","05LoS8_14",99.7014,"species",284
"23076","19AcAm40.3.1","05LoS22_10",99.4484,"species",284
"9948","11LoS33_5","19AcARN300.2.1",91.424,"metapop",285
"9967","11LoS33_5","19AcPa177.2.2",91.3767,"metapop",285
"100041","11LoS33_5","19AcARN268.3.1",91.2975,"metapop",285
"10008","11LoS33_5","19AcPa144.2.1",91.2878,"metapop",285
"162681","19AcARN268.3.1","19AcPa177.2.2",99.6983,"metapop",285
"16323","19AcARN268.3.1","19AcARN300.2.1",99.563,"metapop",285
"16365","19AcARN268.3.1","19AcPa144.2.1",99.445,"metapop",285
"16469","19AcARN268.3.1","11LoS33_5",91.4021,"metapop",285
"17469","19AcARN300.2.1","19AcPa177.2.2",99.6361,"metapop",285
"175051","19AcARN300.2.1","19AcARN268.3.1",99.5027,"metapop",285
"175251","19AcARN300.2.1","19AcPa144.2.1",99.4205,"metapop",285
"17614","19AcARN300.2.1","11LoS33_5",91.5161,"metapop",285
"36686","19AcPa144.2.1","19AcPa177.2.2",99.4696,"metapop",285
"36717","19AcPa144.2.1","19AcARN268.3.1",99.4433,"metapop",285
"36739","19AcPa144.2.1","19AcARN300.2.1",99.4203,"metapop",285
"36853","19AcPa144.2.1","11LoS33_5",91.3442,"metapop",285
"401041","19AcPa177.2.2","19AcARN268.3.1",99.6366,"metapop",285
"40105","19AcPa177.2.2","19AcARN300.2.1",99.6363,"metapop",285
"40193","19AcPa177.2.2","19AcPa144.2.1",99.4034,"metapop",285
"40286","19AcPa177.2.2","11LoS33_5",91.5142,"metapop",285
"34652","05LoS23R7_12","19AcGLB198.1.2",99.7103,"species",285
"3470","05LoS23R7_12","19AcAm43.3.1",99.6977,"species",285
"3509","05LoS23R7_12","19AcAm205.2.1",99.5897,"species",285
"35211","05LoS23R7_12","19AcAm211.5.1",99.5392,"species",285
"21758","19AcAm205.2.1","19AcAm211.5.1",99.9606,"species",285
"21775","19AcAm205.2.1","19AcAm43.3.1",99.6669,"species",285
"21794","19AcAm205.2.1","19AcGLB198.1.2",99.6046,"species",285
"21828","19AcAm205.2.1","05LoS23R7_12",99.5527,"species",285
"23361","19AcAm211.5.1","19AcAm205.2.1",99.9637,"species",285
"23386","19AcAm211.5.1","19AcAm43.3.1",99.6192,"species",285
"23413","19AcAm211.5.1","19AcGLB198.1.2",99.5573,"species",285
"23441","19AcAm211.5.1","05LoS23R7_12",99.5066,"species",285
"25891","19AcAm43.3.1","19AcGLB198.1.2",99.8415,"species",285
"25944","19AcAm43.3.1","19AcAm205.2.1",99.6652,"species",285
"25957","19AcAm43.3.1","05LoS23R7_12",99.6379,"species",285
"25962","19AcAm43.3.1","19AcAm211.5.1",99.6121,"species",285
"30920","19AcGLB198.1.2","19AcAm43.3.1",99.841,"species",285
"30972","19AcGLB198.1.2","05LoS23R7_12",99.647,"species",285
"30995","19AcGLB198.1.2","19AcAm205.2.1",99.6016,"species",285
"31006","19AcGLB198.1.2","19AcAm211.5.1",99.5499,"species",285
"20106","19AcAm188.3.1","19AcS313B.1.1",96.167,"metapop",286
"20119","19AcAm188.3.1","19AcPa151.2.1",96.1581,"metapop",286
"20226","19AcAm188.3.1","38B",94.1152,"metapop",286
"202821","19AcAm188.3.1","19AcGR302.3.1",90.1658,"metapop",286
"30143","19AcGR302.3.1","38B",90.7099,"metapop",286
"30216","19AcGR302.3.1","19AcS313B.1.1",90.3218,"metapop",286
"30229","19AcGR302.3.1","19AcAm188.3.1",90.2912,"metapop",286
"30255","19AcGR302.3.1","19AcPa151.2.1",90.265,"metapop",286
"35130","19AcPa151.2.1","19AcS313B.1.1",99.1318,"metapop",286
"35134","19AcPa151.2.1","19AcAm188.3.1",96.1527,"metapop",286
"351691","19AcPa151.2.1","38B",93.5752,"metapop",286
"35224","19AcPa151.2.1","19AcGR302.3.1",90.5044,"metapop",286
"447151","19AcS313B.1.1","19AcPa151.2.1",99.1234,"metapop",286
"447251","19AcS313B.1.1","19AcAm188.3.1",96.0986,"metapop",286
"447581","19AcS313B.1.1","38B",93.6427,"metapop",286
"44813","19AcS313B.1.1","19AcGR302.3.1",90.2747,"metapop",286
"464071","38B","19AcAm188.3.1",93.9877,"metapop",286
"46447","38B","19AcPa151.2.1",93.7869,"metapop",286
"46480","38B","19AcS313B.1.1",93.7497,"metapop",286
"46583","38B","19AcGR302.3.1",90.6756,"metapop",286
"104921","11LoS34_6","19AcAm185.3.1",99.8938,"species",286
"10508","11LoS34_6","CW7",99.8253,"species",286
"10584","11LoS34_6","19AcARN282.3.1",99.3574,"species",286
"106221","11LoS34_6","19AcAm42.2.1",95.9471,"species",286
"16096","19AcARN282.3.1","CW7",99.5028,"species",286
"16108","19AcARN282.3.1","19AcAm185.3.1",99.4161,"species",286
"16136","19AcARN282.3.1","11LoS34_6",99.3568,"species",286
"16189","19AcARN282.3.1","19AcAm42.2.1",95.8897,"species",286
"19406","19AcAm185.3.1","11LoS34_6",99.8951,"species",286
"19425","19AcAm185.3.1","CW7",99.8496,"species",286
"195041","19AcAm185.3.1","19AcARN282.3.1",99.4156,"species",286
"19537","19AcAm185.3.1","19AcAm42.2.1",95.9388,"species",286
"24337","19AcAm42.2.1","CW7",96.0121,"species",286
"24360","19AcAm42.2.1","11LoS34_6",95.9893,"species",286
"243871","19AcAm42.2.1","19AcAm185.3.1",95.9654,"species",286
"24431","19AcAm42.2.1","19AcARN282.3.1",95.9285,"species",286
"48624","CW7","19AcAm185.3.1",99.8481,"species",286
"48627","CW7","11LoS34_6",99.8231,"species",286
"48699","CW7","19AcARN282.3.1",99.4979,"species",286
"48748","CW7","19AcAm42.2.1",95.9857,"species",286
"518","05LoM26.3","19AcS142.3.1",95.609,"metapop",287
"5291","05LoM26.3","19AcAm40.3.1",95.5984,"metapop",287
"560","05LoM26.3","19AcARN268.3.1",95.3499,"metapop",287
"5881","05LoM26.3","19AcPa173.2.1",93.3025,"metapop",287
"140841","19AcARN268.3.1","19AcS142.3.1",99.1478,"metapop",287
"14176","19AcARN268.3.1","19AcAm40.3.1",97.6752,"metapop",287
"14198","19AcARN268.3.1","05LoM26.3",95.5106,"metapop",287
"14229","19AcARN268.3.1","19AcPa173.2.1",92.2797,"metapop",287
"214321","19AcAm40.3.1","19AcS142.3.1",99.1703,"metapop",287
"214521","19AcAm40.3.1","19AcARN268.3.1",97.9983,"metapop",287
"21468","19AcAm40.3.1","05LoM26.3",95.5077,"metapop",287
"214871","19AcAm40.3.1","19AcPa173.2.1",93.806,"metapop",287
"34786","19AcPa173.2.1","19AcS142.3.1",93.9533,"metapop",287
"34790","19AcPa173.2.1","19AcAm40.3.1",93.9386,"metapop",287
"34878","19AcPa173.2.1","05LoM26.3",93.3029,"metapop",287
"349071","19AcPa173.2.1","19AcARN268.3.1",92.5644,"metapop",287
"39018","19AcS142.3.1","19AcAm40.3.1",99.5799,"metapop",287
"390361","19AcS142.3.1","19AcARN268.3.1",99.1434,"metapop",287
"39068","19AcS142.3.1","05LoM26.3",95.4956,"metapop",287
"39087","19AcS142.3.1","19AcPa173.2.1",93.9452,"metapop",287
"910","05LoS16R10_32","19AcARN282.2.1",96.1423,"species",287
"957","05LoS16R10_32","19AcS295.2.1",95.9517,"species",287
"971","05LoS16R10_32","19AcPa151.2.1",95.9124,"species",287
"1001","05LoS16R10_32","19AcAm39.1.1",95.7861,"species",287
"14567","19AcARN282.2.1","19AcS295.2.1",99.3215,"species",287
"14597","19AcARN282.2.1","19AcPa151.2.1",99.2368,"species",287
"14638","19AcARN282.2.1","05LoS16R10_32",95.963,"species",287
"14647","19AcARN282.2.1","19AcAm39.1.1",95.591,"species",287
"20693","19AcAm39.1.1","19AcS295.2.1",95.8408,"species",287
"207121","19AcAm39.1.1","19AcARN282.2.1",95.7896,"species",287
"20721","19AcAm39.1.1","05LoS16R10_32",95.7745,"species",287
"20753","19AcAm39.1.1","19AcPa151.2.1",95.7492,"species",287
"34152","19AcPa151.2.1","19AcS295.2.1",99.5766,"species",287
"34195","19AcPa151.2.1","19AcARN282.2.1",99.2347,"species",287
"34221","19AcPa151.2.1","05LoS16R10_32",95.9263,"species",287
"34224","19AcPa151.2.1","19AcAm39.1.1",95.6049,"species",287
"409601","19AcS295.2.1","19AcPa151.2.1",99.573,"species",287
"41012","19AcS295.2.1","19AcARN282.2.1",99.3214,"species",287
"41037","19AcS295.2.1","05LoS16R10_32",95.9414,"species",287
"410441","19AcS295.2.1","19AcAm39.1.1",95.6689,"species",287
"2986","05LoS21R6_43","19AcS142.3.1",99.6609,"metapop",288
"3001","05LoS21R6_43","11LoS17_12",99.6294,"metapop",288
"30361","05LoS21R6_43","19AcAm185.3.1",99.5242,"metapop",288
"3062","05LoS21R6_43","19AcNV334.1.1",99.366,"metapop",288
"73441","11LoS17_12","19AcAm185.3.1",99.6328,"metapop",288
"7348","11LoS17_12","05LoS21R6_43",99.6284,"metapop",288
"7377","11LoS17_12","19AcS142.3.1",99.4961,"metapop",288
"7394","11LoS17_12","19AcNV334.1.1",99.4509,"metapop",288
"19858","19AcAm185.3.1","11LoS17_12",99.6322,"metapop",288
"19894","19AcAm185.3.1","05LoS21R6_43",99.5233,"metapop",288
"19908","19AcAm185.3.1","19AcS142.3.1",99.474,"metapop",288
"19924","19AcAm185.3.1","19AcNV334.1.1",99.3863,"metapop",288
"34016","19AcNV334.1.1","11LoS17_12",99.4435,"metapop",288
"34047","19AcNV334.1.1","19AcAm185.3.1",99.3787,"metapop",288
"34048","19AcNV334.1.1","19AcS142.3.1",99.3782,"metapop",288
"34056","19AcNV334.1.1","05LoS21R6_43",99.3614,"metapop",288
